Date,Hour,Toronto
2014/03/29,24,4944
2014/03/30,1,4710
2014/03/30,2,4562
2014/03/30,3,4488
2014/03/30,4,4484
2014/03/30,5,4529
2014/03/30,6,4668
2014/03/30,7,4800
2014/03/30,8,5074
2014/03/30,9,5274
2014/03/30,10,5431
2014/03/30,11,5539
2014/03/30,12,5558
2014/03/30,13,5488
2014/03/30,14,5420
2014/03/30,15,5384
2014/03/30,16,5418
2014/03/30,17,5509
2014/03/30,18,5550
2014/03/30,19,5694
2014/03/30,20,5996
2014/03/30,21,5874
2014/03/30,22,5566
2014/03/30,23,5171
2014/03/30,24,4839
2014/03/31,1,4681
2014/03/31,2,4601
2014/03/31,3,4581
2014/03/31,4,4623
2014/03/31,5,4855
2014/03/31,6,5471
2014/03/31,7,6058
2014/03/31,8,6198
2014/03/31,9,6259
2014/03/31,10,6342
2014/03/31,11,6363
2014/03/31,12,6341
2014/03/31,13,6272
2014/03/31,14,6228
2014/03/31,15,6190
2014/03/31,16,6181
2014/03/31,17,6166
2014/03/31,18,6110
2014/03/31,19,6206
2014/03/31,20,6427
2014/03/31,21,6223
2014/03/31,22,5785
2014/03/31,23,5315
2014/03/31,24,4957
2014/04/01,1,4733
2014/04/01,2,4563
2014/04/01,3,4537
2014/04/01,4,4610
2014/04/01,5,4866
2014/04/01,6,5409
2014/04/01,7,5988
2014/04/01,8,6203
2014/04/01,9,6307
2014/04/01,10,6394
2014/04/01,11,6463
2014/04/01,12,6483
2014/04/01,13,6418
2014/04/01,14,6363
2014/04/01,15,6330
2014/04/01,16,6320
2014/04/01,17,6296
2014/04/01,18,6250
2014/04/01,19,6326
2014/04/01,20,6536
2014/04/01,21,6307
2014/04/01,22,5843
2014/04/01,23,5364
2014/04/01,24,5014
2014/04/02,1,4815
2014/04/02,2,4699
2014/04/02,3,4676
2014/04/02,4,4689
2014/04/02,5,4949
2014/04/02,6,5523
2014/04/02,7,6078
2014/04/02,8,6269
2014/04/02,9,6358
2014/04/02,10,6410
2014/04/02,11,6425
2014/04/02,12,6359
2014/04/02,13,6365
2014/04/02,14,6297
2014/04/02,15,6259
2014/04/02,16,6257
2014/04/02,17,6231
2014/04/02,18,6158
2014/04/02,19,6251
2014/04/02,20,6512
2014/04/02,21,6327
2014/04/02,22,5890
2014/04/02,23,5432
2014/04/02,24,5014
2014/04/03,1,4808
2014/04/03,2,4726
2014/04/03,3,4683
2014/04/03,4,4727
2014/04/03,5,4991
2014/04/03,6,5566
2014/04/03,7,6089
2014/04/03,8,6257
2014/04/03,9,6351
2014/04/03,10,6406
2014/04/03,11,6418
2014/04/03,12,6423
2014/04/03,13,6412
2014/04/03,14,6391
2014/04/03,15,6409
2014/04/03,16,6442
2014/04/03,17,6458
2014/04/03,18,6365
2014/04/03,19,6518
2014/04/03,20,6647
2014/04/03,21,6431
2014/04/03,22,5962
2014/04/03,23,5476
2014/04/03,24,5046
2014/04/04,1,4867
2014/04/04,2,4746
2014/04/04,3,4693
2014/04/04,4,4733
2014/04/04,5,4950
2014/04/04,6,5506
2014/04/04,7,6147
2014/04/04,8,6399
2014/04/04,9,6563
2014/04/04,10,6696
2014/04/04,11,6730
2014/04/04,12,6766
2014/04/04,13,6756
2014/04/04,14,6760
2014/04/04,15,6735
2014/04/04,16,6722
2014/04/04,17,6662
2014/04/04,18,6570
2014/04/04,19,6460
2014/04/04,20,6518
2014/04/04,21,6196
2014/04/04,22,5834
2014/04/04,23,5420
2014/04/04,24,5010
2014/04/05,1,4735
2014/04/05,2,4613
2014/04/05,3,4565
2014/04/05,4,4535
2014/04/05,5,4629
2014/04/05,6,4843
2014/04/05,7,5096
2014/04/05,8,5431
2014/04/05,9,5774
2014/04/05,10,5972
2014/04/05,11,6058
2014/04/05,12,6014
2014/04/05,13,5903
2014/04/05,14,5759
2014/04/05,15,5660
2014/04/05,16,5636
2014/04/05,17,5654
2014/04/05,18,5657
2014/04/05,19,5722
2014/04/05,20,5989
2014/04/05,21,5867
2014/04/05,22,5577
2014/04/05,23,5253
2014/04/05,24,4941
2014/04/06,1,4696
2014/04/06,2,4546
2014/04/06,3,4482
2014/04/06,4,4470
2014/04/06,5,4518
2014/04/06,6,4633
2014/04/06,7,4728
2014/04/06,8,4957
2014/04/06,9,5195
2014/04/06,10,5338
2014/04/06,11,5427
2014/04/06,12,5426
2014/04/06,13,5370
2014/04/06,14,5276
2014/04/06,15,5238
2014/04/06,16,5279
2014/04/06,17,5370
2014/04/06,18,5427
2014/04/06,19,5568
2014/04/06,20,5851
2014/04/06,21,5708
2014/04/06,22,5400
2014/04/06,23,5003
2014/04/06,24,4683
2014/04/07,1,4495
2014/04/07,2,4417
2014/04/07,3,4392
2014/04/07,4,4451
2014/04/07,5,4740
2014/04/07,6,5322
2014/04/07,7,5892
2014/04/07,8,6092
2014/04/07,9,6186
2014/04/07,10,6278
2014/04/07,11,6373
2014/04/07,12,6373
2014/04/07,13,6381
2014/04/07,14,6370
2014/04/07,15,6325
2014/04/07,16,6349
2014/04/07,17,6389
2014/04/07,18,6475
2014/04/07,19,6625
2014/04/07,20,6657
2014/04/07,21,6400
2014/04/07,22,5913
2014/04/07,23,5435
2014/04/07,24,5056
2014/04/08,1,4843
2014/04/08,2,4705
2014/04/08,3,4651
2014/04/08,4,4696
2014/04/08,5,4950
2014/04/08,6,5534
2014/04/08,7,6086
2014/04/08,8,6350
2014/04/08,9,6438
2014/04/08,10,6517
2014/04/08,11,6524
2014/04/08,12,6443
2014/04/08,13,6388
2014/04/08,14,6286
2014/04/08,15,6208
2014/04/08,16,6181
2014/04/08,17,6128
2014/04/08,18,6036
2014/04/08,19,6046
2014/04/08,20,6305
2014/04/08,21,6140
2014/04/08,22,5709
2014/04/08,23,5221
2014/04/08,24,4852
2014/04/09,1,4632
2014/04/09,2,4570
2014/04/09,3,4518
2014/04/09,4,4595
2014/04/09,5,4845
2014/04/09,6,5405
2014/04/09,7,5932
2014/04/09,8,6150
2014/04/09,9,6181
2014/04/09,10,6228
2014/04/09,11,6266
2014/04/09,12,6239
2014/04/09,13,6222
2014/04/09,14,6155
2014/04/09,15,6100
2014/04/09,16,6119
2014/04/09,17,6086
2014/04/09,18,6030
2014/04/09,19,6052
2014/04/09,20,6327
2014/04/09,21,6152
2014/04/09,22,5717
2014/04/09,23,5230
2014/04/09,24,4860
2014/04/10,1,4652
2014/04/10,2,4531
2014/04/10,3,4443
2014/04/10,4,4485
2014/04/10,5,4762
2014/04/10,6,5288
2014/04/10,7,5806
2014/04/10,8,6036
2014/04/10,9,6117
2014/04/10,10,6205
2014/04/10,11,6222
2014/04/10,12,6208
2014/04/10,13,6187
2014/04/10,14,6096
2014/04/10,15,6067
2014/04/10,16,6115
2014/04/10,17,6234
2014/04/10,18,6224
2014/04/10,19,6256
2014/04/10,20,6307
2014/04/10,21,6010
2014/04/10,22,5592
2014/04/10,23,5099
2014/04/10,24,4735
2014/04/11,1,4527
2014/04/11,2,4403
2014/04/11,3,4356
2014/04/11,4,4401
2014/04/11,5,4632
2014/04/11,6,5180
2014/04/11,7,5717
2014/04/11,8,5926
2014/04/11,9,6020
2014/04/11,10,6115
2014/04/11,11,6133
2014/04/11,12,6079
2014/04/11,13,6059
2014/04/11,14,5966
2014/04/11,15,5855
2014/04/11,16,5797
2014/04/11,17,5729
2014/04/11,18,5633
2014/04/11,19,5627
2014/04/11,20,5901
2014/04/11,21,5783
2014/04/11,22,5413
2014/04/11,23,5007
2014/04/11,24,4607
2014/04/12,1,4365
2014/04/12,2,4238
2014/04/12,3,4170
2014/04/12,4,4126
2014/04/12,5,4197
2014/04/12,6,4360
2014/04/12,7,4582
2014/04/12,8,4924
2014/04/12,9,5159
2014/04/12,10,5301
2014/04/12,11,5373
2014/04/12,12,5355
2014/04/12,13,5298
2014/04/12,14,5199
2014/04/12,15,5147
2014/04/12,16,5175
2014/04/12,17,5251
2014/04/12,18,5273
2014/04/12,19,5350
2014/04/12,20,5461
2014/04/12,21,5309
2014/04/12,22,5030
2014/04/12,23,4689
2014/04/12,24,4383
2014/04/13,1,4202
2014/04/13,2,4092
2014/04/13,3,4012
2014/04/13,4,3981
2014/04/13,5,4011
2014/04/13,6,4117
2014/04/13,7,4246
2014/04/13,8,4517
2014/04/13,9,4800
2014/04/13,10,5041
2014/04/13,11,5107
2014/04/13,12,5139
2014/04/13,13,5117
2014/04/13,14,5089
2014/04/13,15,5109
2014/04/13,16,5216
2014/04/13,17,5292
2014/04/13,18,5377
2014/04/13,19,5485
2014/04/13,20,5607
2014/04/13,21,5420
2014/04/13,22,5084
2014/04/13,23,4692
2014/04/13,24,4351
2014/04/14,1,4177
2014/04/14,2,4092
2014/04/14,3,4058
2014/04/14,4,4114
2014/04/14,5,4351
2014/04/14,6,4955
2014/04/14,7,5568
2014/04/14,8,5808
2014/04/14,9,6006
2014/04/14,10,6156
2014/04/14,11,6228
2014/04/14,12,6245
2014/04/14,13,6276
2014/04/14,14,6272
2014/04/14,15,6260
2014/04/14,16,6215
2014/04/14,17,6209
2014/04/14,18,6098
2014/04/14,19,6014
2014/04/14,20,6192
2014/04/14,21,6045
2014/04/14,22,5609
2014/04/14,23,5134
2014/04/14,24,4753
2014/04/15,1,4536
2014/04/15,2,4477
2014/04/15,3,4440
2014/04/15,4,4525
2014/04/15,5,4782
2014/04/15,6,5345
2014/04/15,7,5940
2014/04/15,8,6211
2014/04/15,9,6375
2014/04/15,10,6554
2014/04/15,11,6622
2014/04/15,12,6591
2014/04/15,13,6575
2014/04/15,14,6526
2014/04/15,15,6508
2014/04/15,16,6539
2014/04/15,17,6534
2014/04/15,18,6527
2014/04/15,19,6545
2014/04/15,20,6731
2014/04/15,21,6269
2014/04/15,22,6015
2014/04/15,23,5584
2014/04/15,24,5196
2014/04/16,1,4989
2014/04/16,2,4882
2014/04/16,3,4830
2014/04/16,4,4888
2014/04/16,5,5137
2014/04/16,6,5629
2014/04/16,7,6166
2014/04/16,8,6357
2014/04/16,9,6407
2014/04/16,10,6478
2014/04/16,11,6526
2014/04/16,12,6502
2014/04/16,13,6483
2014/04/16,14,6408
2014/04/16,15,6351
2014/04/16,16,6360
2014/04/16,17,6296
2014/04/16,18,6210
2014/04/16,19,6279
2014/04/16,20,6539
2014/04/16,21,6446
2014/04/16,22,6025
2014/04/16,23,5490
2014/04/16,24,5098
2014/04/17,1,4889
2014/04/17,2,4769
2014/04/17,3,4722
2014/04/17,4,4757
2014/04/17,5,4959
2014/04/17,6,5478
2014/04/17,7,6010
2014/04/17,8,6189
2014/04/17,9,6251
2014/04/17,10,6315
2014/04/17,11,6338
2014/04/17,12,6349
2014/04/17,13,6319
2014/04/17,14,6219
2014/04/17,15,6132
2014/04/17,16,6072
2014/04/17,17,6006
2014/04/17,18,5930
2014/04/17,19,5937
2014/04/17,20,6166
2014/04/17,21,6078
2014/04/17,22,5689
2014/04/17,23,5204
2014/04/17,24,4805
2014/04/18,1,4521
2014/04/18,2,4386
2014/04/18,3,4304
2014/04/18,4,4279
2014/04/18,5,4332
2014/04/18,6,4447
2014/04/18,7,4504
2014/04/18,8,4733
2014/04/18,9,4985
2014/04/18,10,5131
2014/04/18,11,5339
2014/04/18,12,5373
2014/04/18,13,5305
2014/04/18,14,5269
2014/04/18,15,5186
2014/04/18,16,5265
2014/04/18,17,5299
2014/04/18,18,5168
2014/04/18,19,5088
2014/04/18,20,5319
2014/04/18,21,5312
2014/04/18,22,5077
2014/04/18,23,4784
2014/04/18,24,4494
2014/04/19,1,4292
2014/04/19,2,4180
2014/04/19,3,4128
2014/04/19,4,4124
2014/04/19,5,4212
2014/04/19,6,4333
2014/04/19,7,4532
2014/04/19,8,4802
2014/04/19,9,5029
2014/04/19,10,5160
2014/04/19,11,5217
2014/04/19,12,5210
2014/04/19,13,5146
2014/04/19,14,5057
2014/04/19,15,4993
2014/04/19,16,4995
2014/04/19,17,5022
2014/04/19,18,5014
2014/04/19,19,5026
2014/04/19,20,5276
2014/04/19,21,5251
2014/04/19,22,5040
2014/04/19,23,4746
2014/04/19,24,4457
2014/04/20,1,4243
2014/04/20,2,4112
2014/04/20,3,4039
2014/04/20,4,4023
2014/04/20,5,4079
2014/04/20,6,4122
2014/04/20,7,4249
2014/04/20,8,4477
2014/04/20,9,4700
2014/04/20,10,4856
2014/04/20,11,4965
2014/04/20,12,4995
2014/04/20,13,4936
2014/04/20,14,4858
2014/04/20,15,4818
2014/04/20,16,4823
2014/04/20,17,4844
2014/04/20,18,4841
2014/04/20,19,4915
2014/04/20,20,5190
2014/04/20,21,5185
2014/04/20,22,4974
2014/04/20,23,4658
2014/04/20,24,4368
2014/04/21,1,4184
2014/04/21,2,4086
2014/04/21,3,4051
2014/04/21,4,4092
2014/04/21,5,4290
2014/04/21,6,4683
2014/04/21,7,5150
2014/04/21,8,5464
2014/04/21,9,5669
2014/04/21,10,5823
2014/04/21,11,5949
2014/04/21,12,5982
2014/04/21,13,5981
2014/04/21,14,5944
2014/04/21,15,5911
2014/04/21,16,5903
2014/04/21,17,5962
2014/04/21,18,5958
2014/04/21,19,5898
2014/04/21,20,6051
2014/04/21,21,5885
2014/04/21,22,5462
2014/04/21,23,4950
2014/04/21,24,4566
2014/04/22,1,4349
2014/04/22,2,4220
2014/04/22,3,4154
2014/04/22,4,4201
2014/04/22,5,4428
2014/04/22,6,4996
2014/04/22,7,5590
2014/04/22,8,5855
2014/04/22,9,6030
2014/04/22,10,6080
2014/04/22,11,6222
2014/04/22,12,6144
2014/04/22,13,6151
2014/04/22,14,6078
2014/04/22,15,6038
2014/04/22,16,6040
2014/04/22,17,6107
2014/04/22,18,6103
2014/04/22,19,6151
2014/04/22,20,6291
2014/04/22,21,6066
2014/04/22,22,5653
2014/04/22,23,5143
2014/04/22,24,4775
2014/04/23,1,4552
2014/04/23,2,4442
2014/04/23,3,4405
2014/04/23,4,4472
2014/04/23,5,4717
2014/04/23,6,5214
2014/04/23,7,5808
2014/04/23,8,6118
2014/04/23,9,6232
2014/04/23,10,6332
2014/04/23,11,6345
2014/04/23,12,6243
2014/04/23,13,6233
2014/04/23,14,6177
2014/04/23,15,6139
2014/04/23,16,6138
2014/04/23,17,6095
2014/04/23,18,6045
2014/04/23,19,6028
2014/04/23,20,6268
2014/04/23,21,6204
2014/04/23,22,5787
2014/04/23,23,5291
2014/04/23,24,4906
2014/04/24,1,4675
2014/04/24,2,4537
2014/04/24,3,4492
2014/04/24,4,4580
2014/04/24,5,4836
2014/04/24,6,5301
2014/04/24,7,5825
2014/04/24,8,6036
2014/04/24,9,6127
2014/04/24,10,6205
2014/04/24,11,6229
2014/04/24,12,6201
2014/04/24,13,6146
2014/04/24,14,6115
2014/04/24,15,6078
2014/04/24,16,6063
2014/04/24,17,6030
2014/04/24,18,5964
2014/04/24,19,5972
2014/04/24,20,6154
2014/04/24,21,6033
2014/04/24,22,5651
2014/04/24,23,5139
2014/04/24,24,4747
2014/04/25,1,4508
2014/04/25,2,4388
2014/04/25,3,4340
2014/04/25,4,4375
2014/04/25,5,4614
2014/04/25,6,5093
2014/04/25,7,5675
2014/04/25,8,5909
2014/04/25,9,6006
2014/04/25,10,6116
2014/04/25,11,6229
2014/04/25,12,6192
2014/04/25,13,6212
2014/04/25,14,6137
2014/04/25,15,6178
2014/04/25,16,6160
2014/04/25,17,6120
2014/04/25,18,6093
2014/04/25,19,6113
2014/04/25,20,6183
2014/04/25,21,5997
2014/04/25,22,5593
2014/04/25,23,5129
2014/04/25,24,4746
2014/04/26,1,4523
2014/04/26,2,4378
2014/04/26,3,4299
2014/04/26,4,4234
2014/04/26,5,4310
2014/04/26,6,4440
2014/04/26,7,4705
2014/04/26,8,5057
2014/04/26,9,5319
2014/04/26,10,5510
2014/04/26,11,5625
2014/04/26,12,5576
2014/04/26,13,5523
2014/04/26,14,5411
2014/04/26,15,5332
2014/04/26,16,5346
2014/04/26,17,5388
2014/04/26,18,5387
2014/04/26,19,5345
2014/04/26,20,5529
2014/04/26,21,5518
2014/04/26,22,5256
2014/04/26,23,4908
2014/04/26,24,4591
2014/04/27,1,4371
2014/04/27,2,4238
2014/04/27,3,4153
2014/04/27,4,4142
2014/04/27,5,4181
2014/04/27,6,4211
2014/04/27,7,4372
2014/04/27,8,4634
2014/04/27,9,4865
2014/04/27,10,5030
2014/04/27,11,5137
2014/04/27,12,5188
2014/04/27,13,5143
2014/04/27,14,5079
2014/04/27,15,5048
2014/04/27,16,5090
2014/04/27,17,5173
2014/04/27,18,5200
2014/04/27,19,5217
2014/04/27,20,5464
2014/04/27,21,5504
2014/04/27,22,5223
2014/04/27,23,4828
2014/04/27,24,4525
2014/04/28,1,4371
2014/04/28,2,4265
2014/04/28,3,4242
2014/04/28,4,4291
2014/04/28,5,4542
2014/04/28,6,4980
2014/04/28,7,5555
2014/04/28,8,5779
2014/04/28,9,5901
2014/04/28,10,6041
2014/04/28,11,6084
2014/04/28,12,6060
2014/04/28,13,6035
2014/04/28,14,5986
2014/04/28,15,5951
2014/04/28,16,5968
2014/04/28,17,5959
2014/04/28,18,5919
2014/04/28,19,5937
2014/04/28,20,6126
2014/04/28,21,6000
2014/04/28,22,5566
2014/04/28,23,5071
2014/04/28,24,4672
2014/04/29,1,4448
2014/04/29,2,4325
2014/04/29,3,4282
2014/04/29,4,4342
2014/04/29,5,4571
2014/04/29,6,5104
2014/04/29,7,5733
2014/04/29,8,6044
2014/04/29,9,6225
2014/04/29,10,6400
2014/04/29,11,6496
2014/04/29,12,6606
2014/04/29,13,6637
2014/04/29,14,6615
2014/04/29,15,6573
2014/04/29,16,6576
2014/04/29,17,6564
2014/04/29,18,6467
2014/04/29,19,6348
2014/04/29,20,6414
2014/04/29,21,6255
2014/04/29,22,5810
2014/04/29,23,5300
2014/04/29,24,4885
2014/04/30,1,4655
2014/04/30,2,4539
2014/04/30,3,4484
2014/04/30,4,4529
2014/04/30,5,4782
2014/04/30,6,5301
2014/04/30,7,5921
2014/04/30,8,6207
2014/04/30,9,6339
2014/04/30,10,6491
2014/04/30,11,6552
2014/04/30,12,6542
2014/04/30,13,6536
2014/04/30,14,6502
2014/04/30,15,6494
2014/04/30,16,6527
2014/04/30,17,6516
2014/04/30,18,6414
2014/04/30,19,6448
2014/04/30,20,6508
2014/04/30,21,6307
2014/04/30,22,5859
2014/04/30,23,5362
2014/04/30,24,4944
2014/05/01,1,4643
2014/05/01,2,4533
2014/05/01,3,4478
2014/05/01,4,4512
2014/05/01,5,4747
2014/05/01,6,5200
2014/05/01,7,5840
2014/05/01,8,6057
2014/05/01,9,6180
2014/05/01,10,6308
2014/05/01,11,6347
2014/05/01,12,6246
2014/05/01,13,6234
2014/05/01,14,6187
2014/05/01,15,6185
2014/05/01,16,6207
2014/05/01,17,6235
2014/05/01,18,6170
2014/05/01,19,6159
2014/05/01,20,6285
2014/05/01,21,6138
2014/05/01,22,5729
2014/05/01,23,5235
2014/05/01,24,4817
2014/05/02,1,4574
2014/05/02,2,4418
2014/05/02,3,4386
2014/05/02,4,4440
2014/05/02,5,4627
2014/05/02,6,5051
2014/05/02,7,5641
2014/05/02,8,5953
2014/05/02,9,6076
2014/05/02,10,6158
2014/05/02,11,6225
2014/05/02,12,6182
2014/05/02,13,6212
2014/05/02,14,6154
2014/05/02,15,6099
2014/05/02,16,6110
2014/05/02,17,6073
2014/05/02,18,5943
2014/05/02,19,5896
2014/05/02,20,6054
2014/05/02,21,5955
2014/05/02,22,5566
2014/05/02,23,5110
2014/05/02,24,4682
2014/05/03,1,4439
2014/05/03,2,4279
2014/05/03,3,4170
2014/05/03,4,4133
2014/05/03,5,4206
2014/05/03,6,4327
2014/05/03,7,4584
2014/05/03,8,4964
2014/05/03,9,5259
2014/05/03,10,5442
2014/05/03,11,5554
2014/05/03,12,5546
2014/05/03,13,5489
2014/05/03,14,5443
2014/05/03,15,5389
2014/05/03,16,5351
2014/05/03,17,5440
2014/05/03,18,5464
2014/05/03,19,5352
2014/05/03,20,5442
2014/05/03,21,5436
2014/05/03,22,5180
2014/05/03,23,4841
2014/05/03,24,4529
2014/05/04,1,4310
2014/05/04,2,4162
2014/05/04,3,4076
2014/05/04,4,4050
2014/05/04,5,4089
2014/05/04,6,4110
2014/05/04,7,4282
2014/05/04,8,4558
2014/05/04,9,4838
2014/05/04,10,5012
2014/05/04,11,5138
2014/05/04,12,5174
2014/05/04,13,5127
2014/05/04,14,5055
2014/05/04,15,4999
2014/05/04,16,5060
2014/05/04,17,5133
2014/05/04,18,5154
2014/05/04,19,5158
2014/05/04,20,5377
2014/05/04,21,5498
2014/05/04,22,5197
2014/05/04,23,4808
2014/05/04,24,4544
2014/05/05,1,4358
2014/05/05,2,4256
2014/05/05,3,4239
2014/05/05,4,4305
2014/05/05,5,4535
2014/05/05,6,4938
2014/05/05,7,5554
2014/05/05,8,5808
2014/05/05,9,5924
2014/05/05,10,6035
2014/05/05,11,6139
2014/05/05,12,6147
2014/05/05,13,6150
2014/05/05,14,6054
2014/05/05,15,6047
2014/05/05,16,6027
2014/05/05,17,5991
2014/05/05,18,5967
2014/05/05,19,5965
2014/05/05,20,6044
2014/05/05,21,5972
2014/05/05,22,5547
2014/05/05,23,5029
2014/05/05,24,4626
2014/05/06,1,4454
2014/05/06,2,4332
2014/05/06,3,4228
2014/05/06,4,4254
2014/05/06,5,4533
2014/05/06,6,4959
2014/05/06,7,5569
2014/05/06,8,5813
2014/05/06,9,5917
2014/05/06,10,6006
2014/05/06,11,6123
2014/05/06,12,6069
2014/05/06,13,6085
2014/05/06,14,6071
2014/05/06,15,6001
2014/05/06,16,6037
2014/05/06,17,6007
2014/05/06,18,5911
2014/05/06,19,5864
2014/05/06,20,6008
2014/05/06,21,6021
2014/05/06,22,5601
2014/05/06,23,5073
2014/05/06,24,4687
2014/05/07,1,4468
2014/05/07,2,4364
2014/05/07,3,4318
2014/05/07,4,4353
2014/05/07,5,4567
2014/05/07,6,4975
2014/05/07,7,5639
2014/05/07,8,5877
2014/05/07,9,5968
2014/05/07,10,6046
2014/05/07,11,6098
2014/05/07,12,6135
2014/05/07,13,6143
2014/05/07,14,6101
2014/05/07,15,6066
2014/05/07,16,6069
2014/05/07,17,6036
2014/05/07,18,5960
2014/05/07,19,5944
2014/05/07,20,6135
2014/05/07,21,6071
2014/05/07,22,5628
2014/05/07,23,5110
2014/05/07,24,4712
2014/05/08,1,4471
2014/05/08,2,4352
2014/05/08,3,4303
2014/05/08,4,4337
2014/05/08,5,4544
2014/05/08,6,4983
2014/05/08,7,5598
2014/05/08,8,5835
2014/05/08,9,5978
2014/05/08,10,6083
2014/05/08,11,6181
2014/05/08,12,6144
2014/05/08,13,6193
2014/05/08,14,6128
2014/05/08,15,6115
2014/05/08,16,6110
2014/05/08,17,6052
2014/05/08,18,5995
2014/05/08,19,6002
2014/05/08,20,6069
2014/05/08,21,6001
2014/05/08,22,5605
2014/05/08,23,5072
2014/05/08,24,4652
2014/05/09,1,4424
2014/05/09,2,4283
2014/05/09,3,4213
2014/05/09,4,4236
2014/05/09,5,4447
2014/05/09,6,4803
2014/05/09,7,5494
2014/05/09,8,5773
2014/05/09,9,5914
2014/05/09,10,6064
2014/05/09,11,6162
2014/05/09,12,6192
2014/05/09,13,6172
2014/05/09,14,6126
2014/05/09,15,6086
2014/05/09,16,6078
2014/05/09,17,6034
2014/05/09,18,5924
2014/05/09,19,5872
2014/05/09,20,5979
2014/05/09,21,5895
2014/05/09,22,5457
2014/05/09,23,4986
2014/05/09,24,4623
2014/05/10,1,4358
2014/05/10,2,4174
2014/05/10,3,4080
2014/05/10,4,4016
2014/05/10,5,4064
2014/05/10,6,4136
2014/05/10,7,4462
2014/05/10,8,4836
2014/05/10,9,5133
2014/05/10,10,5317
2014/05/10,11,5406
2014/05/10,12,5391
2014/05/10,13,5324
2014/05/10,14,5243
2014/05/10,15,5191
2014/05/10,16,5160
2014/05/10,17,5162
2014/05/10,18,5136
2014/05/10,19,5077
2014/05/10,20,5166
2014/05/10,21,5264
2014/05/10,22,5008
2014/05/10,23,4657
2014/05/10,24,4318
2014/05/11,1,4078
2014/05/11,2,3926
2014/05/11,3,3833
2014/05/11,4,3809
2014/05/11,5,3826
2014/05/11,6,3833
2014/05/11,7,4062
2014/05/11,8,4370
2014/05/11,9,4661
2014/05/11,10,4872
2014/05/11,11,4990
2014/05/11,12,5023
2014/05/11,13,4999
2014/05/11,14,4964
2014/05/11,15,4965
2014/05/11,16,5018
2014/05/11,17,5074
2014/05/11,18,5084
2014/05/11,19,5069
2014/05/11,20,5254
2014/05/11,21,5421
2014/05/11,22,5128
2014/05/11,23,4703
2014/05/11,24,4340
2014/05/12,1,4131
2014/05/12,2,4016
2014/05/12,3,3970
2014/05/12,4,4004
2014/05/12,5,4217
2014/05/12,6,4662
2014/05/12,7,5354
2014/05/12,8,5693
2014/05/12,9,5947
2014/05/12,10,6154
2014/05/12,11,6248
2014/05/12,12,6305
2014/05/12,13,6318
2014/05/12,14,6331
2014/05/12,15,6339
2014/05/12,16,6329
2014/05/12,17,6253
2014/05/12,18,6150
2014/05/12,19,6073
2014/05/12,20,6124
2014/05/12,21,6071
2014/05/12,22,5558
2014/05/12,23,5031
2014/05/12,24,4636
2014/05/13,1,4381
2014/05/13,2,4222
2014/05/13,3,4186
2014/05/13,4,4211
2014/05/13,5,4438
2014/05/13,6,4898
2014/05/13,7,5530
2014/05/13,8,5878
2014/05/13,9,6032
2014/05/13,10,6141
2014/05/13,11,6216
2014/05/13,12,6206
2014/05/13,13,6255
2014/05/13,14,6238
2014/05/13,15,6232
2014/05/13,16,6257
2014/05/13,17,6232
2014/05/13,18,6127
2014/05/13,19,6150
2014/05/13,20,6337
2014/05/13,21,6130
2014/05/13,22,5631
2014/05/13,23,5089
2014/05/13,24,4666
2014/05/14,1,4402
2014/05/14,2,4271
2014/05/14,3,4208
2014/05/14,4,4241
2014/05/14,5,4462
2014/05/14,6,4906
2014/05/14,7,5579
2014/05/14,8,5902
2014/05/14,9,6067
2014/05/14,10,6175
2014/05/14,11,6243
2014/05/14,12,6313
2014/05/14,13,6302
2014/05/14,14,6253
2014/05/14,15,6249
2014/05/14,16,6273
2014/05/14,17,6277
2014/05/14,18,6301
2014/05/14,19,6268
2014/05/14,20,6216
2014/05/14,21,6025
2014/05/14,22,5597
2014/05/14,23,5049
2014/05/14,24,4622
2014/05/15,1,4374
2014/05/15,2,4252
2014/05/15,3,4224
2014/05/15,4,4247
2014/05/15,5,4462
2014/05/15,6,4889
2014/05/15,7,5526
2014/05/15,8,5902
2014/05/15,9,6082
2014/05/15,10,6267
2014/05/15,11,6387
2014/05/15,12,6404
2014/05/15,13,6413
2014/05/15,14,6391
2014/05/15,15,6395
2014/05/15,16,6417
2014/05/15,17,6392
2014/05/15,18,6301
2014/05/15,19,6187
2014/05/15,20,6149
2014/05/15,21,6051
2014/05/15,22,5624
2014/05/15,23,5109
2014/05/15,24,4679
2014/05/16,1,4415
2014/05/16,2,4272
2014/05/16,3,4220
2014/05/16,4,4242
2014/05/16,5,4421
2014/05/16,6,4861
2014/05/16,7,5484
2014/05/16,8,5839
2014/05/16,9,5975
2014/05/16,10,6071
2014/05/16,11,6082
2014/05/16,12,6038
2014/05/16,13,6011
2014/05/16,14,5941
2014/05/16,15,5864
2014/05/16,16,5837
2014/05/16,17,5783
2014/05/16,18,5706
2014/05/16,19,5651
2014/05/16,20,5734
2014/05/16,21,5765
2014/05/16,22,5445
2014/05/16,23,4965
2014/05/16,24,4580
2014/05/17,1,4342
2014/05/17,2,4179
2014/05/17,3,4073
2014/05/17,4,4061
2014/05/17,5,4109
2014/05/17,6,4170
2014/05/17,7,4422
2014/05/17,8,4761
2014/05/17,9,5024
2014/05/17,10,5148
2014/05/17,11,5257
2014/05/17,12,5277
